"NAME","TYPE","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","PHONE","WEBSITE","INDUSTRY","OWNERSHIP","NUMBEROFEMPLOYEES","RATING","DESCRIPTION","Supplier_Company_Id__c"
"Test acc 1068","Customer - Channel","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","Tutlitlan","CN-JS",0,"MX","1301 Hoch Drive","Tsuen Wan","CN-XJ","HKSAR","HK","TPA060126CP5","www.Test acc 1068.com","Communications","Private",12341,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1189
"Test acc 1069","Channel Partner / Reseller","9 Tagore Lane
Singapore, Singapore 787472
Singapore","TULTITLAN","CN-JS",0,"MX","2 Place Jussieu","Tsimshatsui, Kowloon","CN-ZJ","HKSAR","HK","TOVB8001178J6","www.Test acc 1069.com","Construction","Subsidiary",234,"Hot","Commerical logistics and transportation company.",1190
"Test acc 107","Installation Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TULTITLAN","CN-SD",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TROY","CN-ZJ","na","HK","TOTM691113T34","www.Test acc 107.com","Consulting","Other",45,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1191
"Test acc 1070","Technology Partner","The Landmark @ One Market","TULTEPEC","CN-SD",0,"MX","Test acc 2157","TORRITA DI SIENA","CN-ZJ",12180,"US","TORJ690506GX1","www.Test acc 1070.com","Education","Public",23,"Cold","World's third largest oil and gas company.",1192
"Test acc 1071","Other","1301 Avenue of the Americas 
New York, NY 10019
USA","TULARE","CN-SD",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TORREON","CN-ZJ",53049,"IT","TORD640401168","www.Test acc 1071.com","Electronics","Private",345,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1193
"Test acc 1072","Prospect","1301 Hoch Drive","TULA DE ALLENDE","CN-SD",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TORREON","CN-ZJ",27010,"MX","TOMD671031FI8","www.Test acc 1072.com","Energy","Subsidiary",1234,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1194
"Test acc 1073","Customer - Direct","2 Place Jussieu","Tucson","CN-SD",0,"MX","DHE010828K6A","TORREON","CN-ZJ",27100,"MX","TOM850506EL9","www.Test acc 1073.com","Engineering","Other",345,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1195
"Test acc 1074","Customer - Channel","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Tsuen Wan NT","CN-SH",0,"MX","CES081007NE0","TOLUCA","CN-ZJ",27278,"MX","TOLR610211KU2","www.Test acc 1074.com","Entertainment","Public",52,"Cold","Commerical logistics and transportation company.",1196
"Test acc 1075","Channel Partner / Reseller","312 Constitution Place
Austin, TX 78767
USA","Tsuen Wan","CN-SH",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TOLUCA","CN-ZJ",0,"MX","TOGV610525AW4","www.Test acc 1075.com","Environmental","Private",35234,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1197
"Test acc 1076","Installation Partner","345 Shoreline Park
Mountain View, CA 94043
USA","Tsuen Wan","CN-SH",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","TOLUCA","CN-ZJ",50000,"MX","TOGJ601209MY8","www.Test acc 1076.com","Finance","Subsidiary",1234123,"Warm","World's third largest oil and gas company.",1198
"Test acc 1077","Technology Partner","525 S. Lexington Ave","Tsuen Wan","CN-SH",0,"MX","1301 Hoch Drive","TOLUCA","CN-ZJ",50200,"MX","TOGE7811267Y5","www.Test acc 1077.com","Food & Beverage","Other",43,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1199
"Test acc 1078","Other","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Tsimshatsui, Kowloon","CN-SH",0,"MX","2 Place Jussieu","TOLUCA","CN-ZJ",50220,"MX","TOGC891122BV7","www.Test acc 1078.com","Government","Public",45,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1200
"Test acc 1079","Prospect","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","TROY","CN-SX",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TOLUCA","CN-ZJ",50233,"MX","TOEC510524CC0","www.Test acc 1079.com","Healthcare","Private",23,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1201
"Test acc 108","Customer - Direct","9 Tagore Lane
Singapore, Singapore 787472
Singapore","TORRITA DI SIENA","CN-XJ",0,"MX","Test acc 2157","TLAXCALA","CN-ZJ",52176,"MX","TOD010628PE3","www.Test acc 108.com","Hospitality","Subsidiary",45,"Warm","Commerical logistics and transportation company.",1202
"Test acc 1080","Customer - Channel","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TORREON","CN-ZJ",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TLAXCALA","CN-ZJ",90000,"MX","TOCJ330624T57","www.Test acc 1080.com","Insurance","Other",234,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1203
"Test acc 1081","Channel Partner / Reseller","The Landmark @ One Market","TORREON","CN-ZJ",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TLANETANTLA DE BAZ","CN-ZJ",90930,"MX","TOCA531105HN1","www.Test acc 1081.com","Machinery","Public",5234,"Warm","World's third largest oil and gas company.",1204
"Test acc 1082","Installation Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","TORREON","CN-ZJ",0,"MX","DHE010828K6A","TLANEPANTLA","CN-ZJ",54060,"MX","TME1112133W2","www.Test acc 1082.com","Manufacturing","Private",52345234,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1205
"Test acc 1083","Technology Partner","1301 Hoch Drive","TOLUCA","CN-ZJ",0,"MX","CES081007NE0","TLALPAN","CN-ZJ",54440,"MX","TME090515PC0","www.Test acc 1083.com","Media","Subsidiary",64356,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1206
"Test acc 1084","Other","2 Place Jussieu","TOLUCA","CN-ZJ",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TLALNEPANTLA DE BAZ","CN-ZJ",0,"MX","TMA060626DT8","www.Test acc 1084.com","Not For Profit","Other",35,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1207
"Test acc 1085","Prospect","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TOLUCA","CN-ZJ",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","TLALNEPANTLA","CT",54090,"MX","TJU040805BT9","www.Test acc 1085.com","Recreation","Public",76457,"Hot","Commerical logistics and transportation company.",1208
"Test acc 1086","Customer - Direct","312 Constitution Place
Austin, TX 78767
USA","TOLUCA","CN-ZJ",0,"MX","1301 Hoch Drive","TIJUANA","DA",54050,"MX","TIS060314I8A","www.Test acc 1086.com","Retail","Private",4567,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1209
"Test acc 1087","Customer - Channel","345 Shoreline Park
Mountain View, CA 94043
USA","TOLUCA","CN-ZJ",0,"MX","2 Place Jussieu","TIJUANA","DE",22000,"MX","TIP0908139UA","www.Test acc 1087.com","Shipping","Subsidiary",3456,"Cold","World's third largest oil and gas company.",1210
"Test acc 1088","Channel Partner / Reseller","525 S. Lexington Ave","TOLUCA","CN-ZJ",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TIJUANA","DE-NW",22114,"MX","TGO040705L65","www.Test acc 1088.com","Technology","Other",56745,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1211
"Test acc 1089","Installation Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TLAXCALA","CN-ZJ",0,"MX","Test acc 2157","TIJUANA","DE-NW",22123,"MX","TGA870401FV4","www.Test acc 1089.com","Telecommunications","Public",456745,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1212
"Test acc 109","Technology Partner","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","TLAXCALA","CN-ZJ",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TIJUANA","DE-NW",22210,"MX","TFM980418H88","www.Test acc 109.com","Transportation","Private",456745,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1213
"Test acc 1090","Other","9 Tagore Lane
Singapore, Singapore 787472
Singapore","TLANETANTLA DE BAZ","CN-ZJ",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TIJUANA","DE-RP",22236,"MX","TER110331SE8","www.Test acc 1090.com","Utilities","Subsidiary",23,"Cold","Commerical logistics and transportation company.",1214
"Test acc 1091","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TLANEPANTLA","CN-ZJ",0,"MX","DHE010828K6A","TEPOTZOTLAN","ES-A",22450,"MX","TEN090114SG9","www.Test acc 1091.com","Other","Other",2345,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1215
"Test acc 1092","Customer - Direct","The Landmark @ One Market","TLALPAN","CN-ZJ",0,"MX","CES081007NE0","TEOLOYUCAN","FL",54506,"MX","TEJ010614VA9","www.Test acc 1092.com","Apparel","Private",145000,"Warm","World's third largest oil and gas company.",1216
"Test acc 1093","Customer - Channel","1301 Avenue of the Americas 
New York, NY 10019
USA","TLALNEPANTLA DE BAZ","CN-ZJ",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TEHUACAN","FL",54770,"MX","TEG9808173B7","www.Test acc 1093.com","Consulting","Other",39000,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1217
"Test acc 1094","Channel Partner / Reseller","1301 Hoch Drive","TLALNEPANTLA","CN-ZJ",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","TECATE","FR-12",75730,"MX","TEC000518CI0","www.Test acc 1094.com","Electronics","Private",265,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1218
"Test acc 1095","Installation Partner","2 Place Jussieu","TIJUANA","CN-ZJ",0,"MX","1301 Hoch Drive","TECAMACHALCO","FR-13",21430,"MX","TDO1212017J1","www.Test acc 1095.com","Construction","Subsidiary",1000,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1219
"Test acc 1096","Technology Partner","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TIJUANA","CN-ZJ",0,"MX","2 Place Jussieu","Tavullia","FR-31",75480,"MX","TDM0204244G6","www.Test acc 1096.com","Communications","Private",12300,"Warm","Commerical logistics and transportation company.",1220
"Test acc 1097","Other","312 Constitution Place
Austin, TX 78767
USA","TIJUANA","CT",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Tangxian Town","FR-33",61010,"IT","TCX120920766","www.Test acc 1097.com","Banking","Subsidiary",5600,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1221
"Test acc 1098","Prospect","345 Shoreline Park
Mountain View, CA 94043
USA","TIJUANA","DA",0,"MX","Test acc 2157","TAMPICO","FR-41",321314,"CN","TCO031212315","www.Test acc 1098.com","Agriculture","Public",2680,"Hot","World's third largest oil and gas company.",1222
"Test acc 1099","Customer - Direct","525 S. Lexington Ave","TIJUANA","DE",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","Taiwan","FR-53",89357,"MX","TCA0407219T6","www.Test acc 1099.com","Biotechnology","Other",9000,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1223
"Test acc 11","Customer - Channel","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","TIJUANA","DE-NW",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Taipei","FR-59",406,"TW","TAV980216DW0","www.Test acc 11.com","Chemicals","Public",2342,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1224
"Test acc 110","Channel Partner / Reseller","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","TEPOTZOTLAN","DE-NW",0,"MX","DHE010828K6A","Taipei","FR-59",106,"TW","TASE820513Q89","www.Test acc 110.com","Education","Public",3000,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1225
"Test acc 1100","Installation Partner","9 Tagore Lane
Singapore, Singapore 787472
Singapore","TEOLOYUCAN","DE-NW",0,"MX","CES081007NE0","Taipei","FR-60",11491,"TW","TAN120502NPA","www.Test acc 1100.com","Energy","Subsidiary",120,"Cold","Commerical logistics and transportation company.",1226
"Test acc 1101","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TEHUACAN","DE-RP",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","TAICHUNG","FR-62",24890,"TW","TAN100624QU2","www.Test acc 1101.com","Engineering","Other",24000,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1227
"Test acc 1102","Other","The Landmark @ One Market","TECATE","ES-A",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","Tacoma","FR-69",408,"TW","TAL030729LG7","www.Test acc 1102.com","Entertainment","Public",234234,"Warm","World's third largest oil and gas company.",1228
"Test acc 1103","Prospect","1301 Avenue of the Americas 
New York, NY 10019
USA","TECAMACHALCO","FL",0,"MX","1301 Hoch Drive","Sydney","FR-69",98401,"US","TAI0801157U0","www.Test acc 1103.com","Environmental","Private",2342,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1229
"Test acc 1104","Customer - Direct","1301 Hoch Drive","Tavullia","FL",0,"MX","2 Place Jussieu","Sydney","FR-75",2000,"AU","TAF100906E88","www.Test acc 1104.com","Finance","Subsidiary",4,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1230
"Test acc 1105","Customer - Channel","2 Place Jussieu","Tangxian Town","FR-12",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","SYDNEY","FR-84",2000,"AU","TAE020228BW5","www.Test acc 1105.com","Food & Beverage","Other",234,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1231
"Test acc 1106","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","TAMPICO","FR-13",0,"MX","Test acc 2157","Sydney","GA",2000,"AU","TACR550106V19","www.Test acc 1106.com","Government","Public",23,"Warm","Commerical logistics and transportation company.",1232
"Test acc 1107","Installation Partner","312 Constitution Place
Austin, TX 78767
USA","Taiwan","FR-31",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","Swedsboro","GB-001",2086,"AU","TACA540822G80","www.Test acc 1107.com","Healthcare","Private",45,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1233
